"Type","UniqueName","Name"
"BPLegalEntity","OVERSEAS REP OFFICE - Azerbaijan Gas Supply Company Limited","OVERSEAS REP OFFICE - Azerbaijan Gas Supply Company Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - Azerbaijan International Operating Company","OVERSEAS REP OFFICE - Azerbaijan International Operating Company"
"BPLegalEntity","OVERSEAS REP OFFICE - BP Exploration (Azerbaijan) Limited","OVERSEAS REP OFFICE - BP Exploration (Azerbaijan) Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - BP Exploration (Caspian Sea) Limited","OVERSEAS REP OFFICE - BP Exploration (Caspian Sea) Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - BP Exploration (Shafag-Asiman) Limited","OVERSEAS REP OFFICE - BP Exploration (Shafag-Asiman) Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - BP Exploration (Shah Deniz) Limited","OVERSEAS REP OFFICE - BP Exploration (Shah Deniz) Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - BP Exploration Mexico Limited - Mexico","OVERSEAS REP OFFICE - BP Exploration Mexico Limited - Mexico"
"BPLegalEntity","OVERSEAS REP OFFICE - BP Pipelines (BTC) Limited","OVERSEAS REP OFFICE - BP Pipelines (BTC) Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - BP Shafag-Asiman Limited","OVERSEAS REP OFFICE - BP Shafag-Asiman Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - China Administration Company Pty Ltd - Beijing","OVERSEAS REP OFFICE - China Administration Company Pty Ltd - Beijing"
"BPLegalEntity","OVERSEAS REP OFFICE - Setra Lubricants LLC","OVERSEAS REP OFFICE - Setra Lubricants LLC"
"BPLegalEntity","OVERSEAS REP OFFICE - South Caucasus Pipeline Company Limited","OVERSEAS REP OFFICE - South Caucasus Pipeline Company Limited"
"BPLegalEntity","OVERSEAS REP OFFICE - The Baku-Tbilisi-Ceyhan Pipeline Company","OVERSEAS REP OFFICE - The Baku-Tbilisi-Ceyhan Pipeline Company"
"BPLegalEntity","Pacroy (Thailand) Co., Ltd.","Pacroy (Thailand) Co., Ltd."
"BPLegalEntity","PAE E & P Bolivia Limited","PAE E & P Bolivia Limited"
"BPLegalEntity","PAE Oil & Gas Bolivia Ltda.","PAE Oil & Gas Bolivia Ltda."
"BPLegalEntity","Pan American Energy Chile Limitada","Pan American Energy Chile Limitada"
"BPLegalEntity","Pan American Energy do Brasil Ltda.","Pan American Energy do Brasil Ltda."
"BPLegalEntity","Pan American Energy Holdings Ltd.","Pan American Energy Holdings Ltd."
"BPLegalEntity","Pan American Energy Iberica S.L.","Pan American Energy Iberica S.L."
"BPLegalEntity","Pan American Energy Investments Ltd.","Pan American Energy Investments Ltd."
"BPLegalEntity","Pan American Energy LLC","Pan American Energy LLC"
"BPLegalEntity","Pan American Energy Uruguay S.A.","Pan American Energy Uruguay S.A."
"BPLegalEntity","Pan American Fueguina S.A.","Pan American Fueguina S.A."
"BPLegalEntity","Pan American Petroleum Company of California","Pan American Petroleum Company of California"
"BPLegalEntity","Pan American Petroleum Corporation","Pan American Petroleum Corporation"
"BPLegalEntity","Pan American Sur S.A.","Pan American Sur S.A."
"BPLegalEntity","Paul Harling Mineralole GmbH & Co. KG","Paul Harling Mineralole GmbH & Co. KG"
"BPLegalEntity","PCK Raffinerie GmbH","PCK Raffinerie GmbH"
"BPLegalEntity","Peaks America Inc.","Peaks America Inc."
"BPLegalEntity","Pearl River Delta Investments Limited","Pearl River Delta Investments Limited"
"BPLegalEntity","Peninsular Aviation Services Company Limited","Peninsular Aviation Services Company Limited"
"BPLegalEntity","Pentland Aviation Fuelling Services Limited","Pentland Aviation Fuelling Services Limited"
"BPLegalEntity","Petrostock SA","Petrostock SA"
"BPLegalEntity","Pharaonic Petroleum Company ""PhPC""","Pharaonic Petroleum Company ""PhPC"""
"BPLegalEntity","Phoenix Petroleum Services, Limited Liability Company","Phoenix Petroleum Services, Limited Liability Company "
"BPLegalEntity","PHP Construction Holdings, Inc.","PHP Construction Holdings, Inc."
"BPLegalEntity","PHP Trading Holdings, Inc.","PHP Trading Holdings, Inc."
"BPLegalEntity","Phu My 3 BOT Power Company Limited","Phu My 3 BOT Power Company Limited"
"BPLegalEntity","Prince William Sound Oil Spill Response Corporation","Prince William Sound Oil Spill Response Corporation"
"BPLegalEntity","Products Cogeneration Company","Products Cogeneration Company"
"BPLegalEntity","Produits Métallurgie Doittau SA - PROMEDO","Produits Métallurgie Doittau SA - PROMEDO"
"BPLegalEntity","ProGas Limited","ProGas Limited"
"BPLegalEntity","ProGas U.S.A., Inc.","ProGas U.S.A., Inc."
"BPLegalEntity","Proteus Oil Pipeline Company, LLC","Proteus Oil Pipeline Company, LLC"
"BPLegalEntity","PT BP Petrochemicals Indonesia","PT BP Petrochemicals Indonesia"
"BPLegalEntity","PT Castrol Indonesia","PT Castrol Indonesia"
"BPLegalEntity","PT Jasatama Petroindo","PT Jasatama Petroindo"
"BPLegalEntity","PT Petro Storindo Energi","PT Petro Storindo Energi"
"BPLegalEntity","PTE Pipeline LLC","PTE Pipeline LLC"
"BPLegalEntity","Raffinerie de Strasbourg","Raffinerie de Strasbourg"
"BPLegalEntity","Rahamat Petroleum Company (PETRORAHAMAT)","Rahamat Petroleum Company (PETRORAHAMAT)"
"BPLegalEntity","Raimund Mineraloel GmbH","Raimund Mineraloel GmbH"
"BPLegalEntity","RAPI SA","RAPI SA"
"BPLegalEntity","Raststaette Glarnerland AG, Niederurnen","Raststaette Glarnerland AG, Niederurnen"
"BPLegalEntity","Raststaette Heidiland AG","Raststaette Heidiland AG"
"BPLegalEntity","RB Raffinerie GmbH","RB Raffinerie GmbH"
"BPLegalEntity","RD Petroleum Limited","RD Petroleum Limited"
"BPLegalEntity","Reading Investment (Nominee) Limited","Reading Investment (Nominee) Limited"
"BPLegalEntity","Redwater Water Disposal Company Ltd.","Redwater Water Disposal Company Ltd."
"BPLegalEntity","Remediation Management Services Company","Remediation Management Services Company"
"BPLegalEntity","Resolution Partners LLP","Resolution Partners LLP"
"BPLegalEntity","Rhein-Main-Rohrleitungstransportgesellschaft mbH","Rhein-Main-Rohrleitungstransportgesellschaft mbH"
"BPLegalEntity","Richfield Oil Corporation","Richfield Oil Corporation"
"BPLegalEntity","Rio Grande Pipeline Company","Rio Grande Pipeline Company"
"BPLegalEntity","Rolling Thunder I Power Partners, LLC","Rolling Thunder I Power Partners, LLC"
"BPLegalEntity","Romanian Fuelling Services S.R.L.","Romanian Fuelling Services S.R.L."
"BPLegalEntity","Rosneft Holdings Limited S.A.","Rosneft Holdings Limited S.A."
"BPLegalEntity","Rosneft Oil Company","Rosneft Oil Company"
"BPLegalEntity","Routex B.V.","Routex B.V."
"BPLegalEntity","Rudeis Oil Company ""RUDOCO""","Rudeis Oil Company ""RUDOCO"""
"BPLegalEntity","Ruehl Gesellschaft m.b.H. & Co KG.","Ruehl Gesellschaft m.b.H. & Co KG."
"BPLegalEntity","Ruhr Oel GmbH (ROG)","Ruhr Oel GmbH (ROG)"
"BPLegalEntity","Rundel Mineraloelvertrieb GmbH","Rundel Mineraloelvertrieb GmbH"
"BPLegalEntity","Rural Fuel Limited","Rural Fuel Limited"
"BPLegalEntity","S&JD Robertson North Air Limited","S&JD Robertson North Air Limited"
"BPLegalEntity","SA de Gestion de Stocks de Sécurité - SAGESS","SA de Gestion de Stocks de Sécurité - SAGESS"
"BPLegalEntity","SA DE L'HORLOGE","SA DE L'HORLOGE"
"BPLegalEntity","SABA- Sociedade Abastecedora de Aeronaves, Lda","SABA- Sociedade Abastecedora de Aeronaves, Lda"
"BPLegalEntity","SAFCO SA","SAFCO SA"
"BPLegalEntity","Salzburg Fuelling GmbH","Salzburg Fuelling GmbH"
"BPLegalEntity","SAPPRO SA (SOCIETE DU PIPELINE A PRODUITS PETROLIERS SUR TERRITOIRE GENEVOIS)","SAPPRO SA (SOCIETE DU PIPELINE A PRODUITS PETROLIERS SUR TERRITOIRE GENEVOIS)"
"BPLegalEntity","Saraco SA","Saraco SA"
"BPLegalEntity","Saturn Insurance Inc.","Saturn Insurance Inc."
"BPLegalEntity","SBB Dortmund GmbH","SBB Dortmund GmbH"
"BPLegalEntity","SEMIVIM","SEMIVIM"
"BPLegalEntity","Servicios Logísticos de Combustibles de Aviación, S.L","Servicios Logísticos de Combustibles de Aviación, S.L "
"BPLegalEntity","Setra Lubricants","Setra Lubricants"
"BPLegalEntity","Setra Lubricants Kazakhstan LLP","Setra Lubricants Kazakhstan LLP"
"BPLegalEntity","Shanghai SECCO Petrochemical Company Limited","Shanghai SECCO Petrochemical Company Limited"
"BPLegalEntity","Sharjah Aviation Services Co. LLC","Sharjah Aviation Services Co. LLC"
"BPLegalEntity","Sharjah Pipeline Company LLC","Sharjah Pipeline Company LLC"
"BPLegalEntity","Shell and BP South African Petroleum Refineries (Pty) Ltd","Shell and BP South African Petroleum Refineries (Pty) Ltd"
"BPLegalEntity","Shell Mex and B.P. Limited","Shell Mex and B.P. Limited"
"BPLegalEntity","Shenzhen Cheng Yuan Aviation Oil Company Limited","Shenzhen Cheng Yuan Aviation Oil Company Limited"
"BPLegalEntity","Shenzhen Dapeng LNG Marketing Company Limited","Shenzhen Dapeng LNG Marketing Company Limited"
"BPLegalEntity","Sherbino I Holdings LLC","Sherbino I Holdings LLC"
"BPLegalEntity","Sherbino I Wind Farm LLC","Sherbino I Wind Farm LLC"
"BPLegalEntity","Sherbino II Wind Farm LLC","Sherbino II Wind Farm LLC"
"BPLegalEntity","Sherbino Mesa I Land Investments LLC","Sherbino Mesa I Land Investments LLC"
"BPLegalEntity","Shine Top International Investment Limited","Shine Top International Investment Limited"
"BPLegalEntity","Silver Star I Power Partners, LLC","Silver Star I Power Partners, LLC"
"BPLegalEntity","Sistema Integrado de Gestion de Aceites Usados, S.L.","Sistema Integrado de Gestion de Aceites Usados, S.L."
"BPLegalEntity","SKA ENERGY HOLDINGS LIMITED","SKA ENERGY HOLDINGS LIMITED"
"BPLegalEntity","Sociedade de Promocao Imobiliaria Quinta do Loureiro, SA","Sociedade de Promocao Imobiliaria Quinta do Loureiro, SA"
"BPLegalEntity","Societa Italiana per l'Oleodotto Transalpino S.P.A.","Societa Italiana per l'Oleodotto Transalpino S.P.A."
"BPLegalEntity","Société d'Avitaillement et de Stockage de Carburants Aviation ""SASCA""","Société d'Avitaillement et de Stockage de Carburants Aviation ""SASCA"""
"BPLegalEntity","Société de Gestion de Dépots d'Hydrocarbures - GDH","Société de Gestion de Dépots d'Hydrocarbures - GDH"
"BPLegalEntity","Société de Gestion de Produits Pétroliers - SOGEPP","Société de Gestion de Produits Pétroliers - SOGEPP"
"BPLegalEntity","Société de Manutention de Carburants Aviation - SMCA","Société de Manutention de Carburants Aviation - SMCA"
"BPLegalEntity","Société de Participations dans l'Industrie et le Transport du Pétroles S.P.I.T.P.","Société de Participations dans l'Industrie et le Transport du Pétroles S.P.I.T.P."
"BPLegalEntity","Société des Dépots de Pétrole Cotiers (D.P.C)","Société des Dépots de Pétrole Cotiers (D.P.C)"
"BPLegalEntity","Société des Transports Pétroliers par Pipeline - TRAPIL","Société des Transports Pétroliers par Pipeline - TRAPIL"
"BPLegalEntity","Société du Pipeline Méditerranée-Rhonee - SPMR","Société du Pipeline Méditerranée-Rhonee - SPMR"
"BPLegalEntity","Société du Pipeline Sud-Européen - SPSE","Société du Pipeline Sud-Européen - SPSE"
"BPLegalEntity","Société Havraise de Manutention de Produits Pétroliers - SHMPP","Société Havraise de Manutention de Produits Pétroliers - SHMPP"
"BPLegalEntity","Société Immobilière de la Rue de Lille","Société Immobilière de la Rue de Lille"
"BPLegalEntity","SOCIETE IMMOBILIERE PETROLIERE DE GESTION - SIPG","SOCIETE IMMOBILIERE PETROLIERE DE GESTION - SIPG"
"BPLegalEntity","Société Maritime de Combustibles Liquides de Boulogne sur Mer - SMCL","Société Maritime de Combustibles Liquides de Boulogne sur Mer - SMCL"
"BPLegalEntity","SOFAST Limited","SOFAST Limited"
"BPLegalEntity","SOMG - Sociedade de Operações e Manutenção de Gasodutos S.A.","SOMG - Sociedade de Operações e Manutenção de Gasodutos S.A."
"BPLegalEntity","South Caucasus Pipeline Company Limited","South Caucasus Pipeline Company Limited"
"BPLegalEntity","South Caucasus Pipeline Holding Company Limited","South Caucasus Pipeline Holding Company Limited"
"BPLegalEntity","South Caucasus Pipeline Option Gas Company Limited","South Caucasus Pipeline Option Gas Company Limited"
"BPLegalEntity","South China Bluesky Aviation Oil Company Limited","South China Bluesky Aviation Oil Company Limited"
"BPLegalEntity","Southeast Texas Biofuels LLC","Southeast Texas Biofuels LLC"
"BPLegalEntity","Southern Ridge Pipeline Holding Company","Southern Ridge Pipeline Holding Company"
"BPLegalEntity","Southern Ridge Pipeline LP LLC","Southern Ridge Pipeline LP LLC"
"BPLegalEntity","SRHP","SRHP"
"BPLegalEntity","Stadtmarketing Gesellschschaft Gelsenkirchen mbH","Stadtmarketing Gesellschschaft Gelsenkirchen mbH"
"BPLegalEntity","ST-Airport Services Pte Ltd","ST-Airport Services Pte Ltd"
"BPLegalEntity","Standard Oil Company, Inc.","Standard Oil Company, Inc."
"BPLegalEntity","Stansted Fuelling Company Limited","Stansted Fuelling Company Limited"
"BPLegalEntity","Stansted Intoplane Company Limited","Stansted Intoplane Company Limited"
"BPLegalEntity","STDG Strassentransport Dispositions Gesellschaft mbH","STDG Strassentransport Dispositions Gesellschaft mbH"
"BPLegalEntity","Stonewall Resources Ltd.","Stonewall Resources Ltd."
"BPLegalEntity","Sunrise Oil Sands Partnership","Sunrise Oil Sands Partnership"
"BPLegalEntity","Talisman Wiriagar Overseas Limited","Talisman Wiriagar Overseas Limited"
"BPLegalEntity","TANAP Dogalgaz Iletim Anonim Sirketi","TANAP Dogalgaz Iletim Anonim Sirketi"
"BPLegalEntity","Tankanlage AG Mellingen","Tankanlage AG Mellingen"
"BPLegalEntity","Tanklager-Gesellschaft Tegel (TGT)","Tanklager-Gesellschaft Tegel (TGT)"
"BPLegalEntity","TAR - Tankanlage Ruemlang AG","TAR - Tankanlage Ruemlang AG"
"BPLegalEntity","Taradadis Pty. Ltd.","Taradadis Pty. Ltd."
"BPLegalEntity","TAU Tanklager Auhafen AG","TAU Tanklager Auhafen AG"
"BPLegalEntity","TEA Comercio E Participacoes Ltda.","TEA Comercio E Participacoes Ltda."
"BPLegalEntity","Team Terminal B.V.","Team Terminal B.V."
"BPLegalEntity","Tecklenburg GmbH","Tecklenburg GmbH"
"BPLegalEntity","Tecklenburg GmbH & Co. Energiebedarf KG","Tecklenburg GmbH & Co. Energiebedarf KG"
"BPLegalEntity","Telcom General Corporation","Telcom General Corporation"
"BPLegalEntity","Tereftalatos Mexicanos, S.A. de C.V.","Tereftalatos Mexicanos, S.A. de C.V."
"BPLegalEntity","Terminales Canarios, S.L.","Terminales Canarios, S.L."
"BPLegalEntity","Terminales Maritimas Patagonicas SA (TERMAP S.A.)","Terminales Maritimas Patagonicas SA (TERMAP S.A.)"
"BPLegalEntity","Terre de Grace Partnership","Terre de Grace Partnership"
"BPLegalEntity","Test Company 06.12.2016","Test Company 06.12.2016"
"BPLegalEntity","Test Company 30.11.2016","Test Company 30.11.2016"
"BPLegalEntity","TFSS Turbo Fuel Services Sachsen GbR","TFSS Turbo Fuel Services Sachsen GbR"
"BPLegalEntity","TGFH Tanklager-Gesellschaft Frankfurt-Hahn GbR","TGFH Tanklager-Gesellschaft Frankfurt-Hahn GbR"
"BPLegalEntity","TGH Tankdienst-Gesellschaft Hamburg GbR","TGH Tankdienst-Gesellschaft Hamburg GbR"
"BPLegalEntity","TGHL Tanklager-Gesellschaft Hannover-Langenhagen GbR","TGHL Tanklager-Gesellschaft Hannover-Langenhagen GbR"
"BPLegalEntity","TGK Tanklagergesellschaft Koln-Bonn","TGK Tanklagergesellschaft Koln-Bonn"
"BPLegalEntity","The Anaconda Company","The Anaconda Company"
"BPLegalEntity","The Baku-Tbilisi-Ceyhan Pipeline Company","The Baku-Tbilisi-Ceyhan Pipeline Company"
"BPLegalEntity","The Burmah Oil Company (Pakistan Trading) Limited","The Burmah Oil Company (Pakistan Trading) Limited"
"BPLegalEntity","The Investor Forum CIC","The Investor Forum CIC "
"BPLegalEntity","The New Zealand Refining Company Limited","The New Zealand Refining Company Limited"
"BPLegalEntity","The Shorebank Corporation","The Shorebank Corporation"
"BPLegalEntity","The Standard Oil Company","The Standard Oil Company"
"BPLegalEntity","TJKK","TJKK"
"BPLegalEntity","TLM Tanklager Management GmbH","TLM Tanklager Management GmbH"
"BPLegalEntity","TLS Tanklager Stuttgart GmbH","TLS Tanklager Stuttgart GmbH"
"BPLegalEntity","TOC-Rocky Mountains Inc.","TOC-Rocky Mountains Inc."
"BPLegalEntity","Toledo Refinery Holding Company LLC","Toledo Refinery Holding Company LLC"
"BPLegalEntity","Torsina Oil Company ""TORSINA""","Torsina Oil Company ""TORSINA"""
"BPLegalEntity","TRaBP GbR","TRaBP GbR"
"BPLegalEntity","Trafineo GmbH & Co. KG","Trafineo GmbH & Co. KG"
"BPLegalEntity","Trafineo Verwaltungs-GmbH","Trafineo Verwaltungs-GmbH"
"BPLegalEntity","Trans Adriatic Pipeline AG","Trans Adriatic Pipeline AG"
"BPLegalEntity","Transalpine Olleitung in Osterreich Gesellschaft m.b.H.","Transalpine Olleitung in Osterreich Gesellschaft m.b.H."
"BPLegalEntity","TransTank GmbH","TransTank GmbH"
"BPLegalEntity","Trinity Hills Wind Farm LLC","Trinity Hills Wind Farm LLC"
"BPLegalEntity","Unimar LLC","Unimar LLC"
"BPLegalEntity","Union Texas International Corporation","Union Texas International Corporation"
"BPLegalEntity","United Gas Derivatives Company ""UGDC""","United Gas Derivatives Company ""UGDC"""
"BPLegalEntity","United Kingdom Oil Pipelines Limited","United Kingdom Oil Pipelines Limited"
"BPLegalEntity","Ursa Oil Pipeline Company LLC","Ursa Oil Pipeline Company LLC"
"BPLegalEntity","UT Petroleum Services, LLC","UT Petroleum Services, LLC"
"BPLegalEntity","Vastar Energy, Inc.","Vastar Energy, Inc."
"BPLegalEntity","Vastar Gas Marketing, Inc.","Vastar Gas Marketing, Inc."
"BPLegalEntity","Vastar Holdings, Inc.","Vastar Holdings, Inc."
"BPLegalEntity","Vastar Pipeline, LLC","Vastar Pipeline, LLC"
"BPLegalEntity","Vastar Power Marketing, Inc.","Vastar Power Marketing, Inc."
"BPLegalEntity","Verano Collateral Holdings LLC","Verano Collateral Holdings LLC"
"BPLegalEntity","VIC CBM Limited","VIC CBM Limited"
"BPLegalEntity","Virginia Indonesia Co. CBM Limited","Virginia Indonesia Co. CBM Limited"
"BPLegalEntity","Virginia Indonesia Co., LLC","Virginia Indonesia Co., LLC"
"BPLegalEntity","Virginia International Co., LLC","Virginia International Co., LLC"
"BPLegalEntity","VTA Verfahrenstechnik und Automatisierung GmbH","VTA Verfahrenstechnik und Automatisierung GmbH"
"BPLegalEntity","Walton-Gatwick Pipeline Company Limited","Walton-Gatwick Pipeline Company Limited"
"BPLegalEntity","Warrenville Development Limited Partnership","Warrenville Development Limited Partnership"
"BPLegalEntity","Water Way Trading and Petroleum Services LLC","Water Way Trading and Petroleum Services LLC"
"BPLegalEntity","Welchem, Inc.","Welchem, Inc."
"BPLegalEntity","West Kimberley Fuels Pty Ltd","West Kimberley Fuels Pty Ltd"
"BPLegalEntity","West London Pipeline and Storage Limited","West London Pipeline and Storage Limited"
"BPLegalEntity","West Morgan Petroleum Company (PETROMORGAN)","West Morgan Petroleum Company (PETROMORGAN)"
"BPLegalEntity","Westlake Houston Development, LLC","Westlake Houston Development, LLC"
"BPLegalEntity","Whiting Clean Energy, Inc.","Whiting Clean Energy, Inc."
"BPLegalEntity","WiN Emscher-Lippe Gesellschaft zur Strukturverbesserung mbH","WiN Emscher-Lippe Gesellschaft zur Strukturverbesserung mbH"
"BPLegalEntity","Windpark Energy Nederland B.V.","Windpark Energy Nederland B.V."
"BPLegalEntity","Wiri Oil Services Limited","Wiri Oil Services Limited"
"BPLegalEntity","Yangtze River Acetyls Co., Ltd","Yangtze River Acetyls Co., Ltd"
"BPLegalEntity","YPFB Chaco S.A.","YPFB Chaco S.A."
"BPLegalEntity","ZAO Baltic Petroleum","ZAO Baltic Petroleum"
"PaymentTermsCW","V083","V083 - Within 45 Days Due Net"
"PaymentTermsCW","V084","V084 - Within 60 Days Due Net"
"PaymentTermsCW","V095","V095 - Within 90 Days Due Net"
"PaymentTermsCW","V092","V092 - Before 30th of the Next Month Due Net"
"PaymentTermsCW","V018","V018 - Within 7 Days Due Net"
"PaymentTermsCW","V057","V057 - Within 15 Days Due Net"
"PaymentTermsCW","V001","V001 - Payable Immediately Due Net"
"PaymentTermsCW","V099","V099 - Within 30 Days Due Net"
"PaymentTermsCW","V091","V091 - Before 25th of the Next Month Due Net"
"PaymentTermsCW","V098","V098 - Before 20th of the Next Month Due Net"
"PaymentTermsCW","V216","V216 - 45 Days After Month End"
"PaymentTermsCW","V086","V086 - Before 10th of the Next Month Due Net"
"PaymentTermsCW","V094","V094 - Within 28 Days Due Net"
"PaymentTermsCW","V124","V124 - Payable on the 14th of next month"
"PaymentTermsCW","V066","V066 - Within 21 Days Due Net"
"PaymentTermsCW","V200","V200 - Within 20 Days Due Net"
"PaymentTermsCW","V044","V044 - Within 14 Days Due Net"
"INCOTerms","CFR","CFR Cost and Freight "
"INCOTerms","CIF","CIF Cost, Insurance, and Freight "
"INCOTerms","CIP","CIP Carriage and Insurance Paid "
"INCOTerms","CPT","CPT Carriage Paid To "
"INCOTerms","DAT","DAT Delivered at Terminal "
"INCOTerms","DAP","DAP Delivered at Place "
"INCOTerms","DDP","DDP Delivered Duty Paid"
"INCOTerms","EXW","EXW EX Works "
"INCOTerms","FAS","FAS Free Alongside Ship "
"INCOTerms","FCA","FCA Free Carrier "
"INCOTerms","FOB","FOB Free on Board "
"GoverningLaw","Alabama (United States of America)","Alabama (United States of America)"
"GoverningLaw","Albania","Albania"
"GoverningLaw","Alberta (Canada)","Alberta (Canada)"
"GoverningLaw","Algeria","Algeria"
"GoverningLaw","Antigua and Barbuda","Antigua and Barbuda"
"GoverningLaw","Argentina","Argentina"
"GoverningLaw","Arizona (United States of America)","Arizona (United States of America)"
"GoverningLaw","Arkansas (United States of America)","Arkansas (United States of America)"
"GoverningLaw","Armenia","Armenia"
"GoverningLaw","Austria","Austria"
"GoverningLaw","Bangladesh","Bangladesh"
"GoverningLaw","Belgium","Belgium"
"GoverningLaw","Bermuda","Bermuda"
"GoverningLaw","Bolivia","Bolivia"
"GoverningLaw","Brazil","Brazil"
"GoverningLaw","British Columbia (Canada)","British Columbia (Canada)"
"GoverningLaw","Bulgaria","Bulgaria"
"GoverningLaw","Burundi","Burundi"
"GoverningLaw","California (United States of America)","California (United States of America)"
"GoverningLaw","Cameroon Republic","Cameroon Republic"
"GoverningLaw","Australian Capital Territory (Australia)","Australian Capital Territory (Australia)"
"GoverningLaw","Chile","Chile"
"GoverningLaw","Colombia","Colombia"
"GoverningLaw","Colorado (United States of America)","Colorado (United States of America)"
"GoverningLaw","Connecticut (United States of America)","Connecticut (United States of America)"
"GoverningLaw","Croatia","Croatia"
"GoverningLaw","Cyprus","Cyprus"
"GoverningLaw","Czech Republic","Czech Republic"
"GoverningLaw","Delaware (United States of America)","Delaware (United States of America)"
"GoverningLaw","Denmark","Denmark"
"GoverningLaw","Dominican Republic","Dominican Republic"
"GoverningLaw","Dubai","Dubai"
"GoverningLaw","Dubai - DIFC","Dubai - DIFC"
"GoverningLaw","Ecuador","Ecuador"
"GoverningLaw","Egypt","Egypt"
"GoverningLaw","England and Wales","England and Wales"
"GoverningLaw","Estonia","Estonia"
"GoverningLaw","Fiji","Fiji"
"GoverningLaw","Finland","Finland"
"GoverningLaw","Florida (United States of America)","Florida (United States of America)"
"GoverningLaw","France","France"
"GoverningLaw","Georgia","Georgia"
"GoverningLaw","Georgia (United States of America)","Georgia (United States of America)"
"GoverningLaw","Germany","Germany"
"GoverningLaw","Ghana","Ghana"
"GoverningLaw","Gibraltar","Gibraltar"
"GoverningLaw","Greece","Greece"
"GoverningLaw","Grenada","Grenada"
"GoverningLaw","Hawaii (United States of America)","Hawaii (United States of America)"
"GoverningLaw","Hong Kong","Hong Kong"
"GoverningLaw","Hungary","Hungary"
"GoverningLaw","Iceland","Iceland"
"GoverningLaw","Idaho (United States of America)","Idaho (United States of America)"
"GoverningLaw","Illinois (United States of America)","Illinois (United States of America)"
"GoverningLaw","India","India"
"GoverningLaw","Indonesia","Indonesia"
"GoverningLaw","Iowa (United States of America)","Iowa (United States of America)"
"GoverningLaw","Iran","Iran"
"GoverningLaw","Ireland","Ireland"
"GoverningLaw","Isle of Man","Isle of Man"
"GoverningLaw","Israel","Israel"
"GoverningLaw","Italy","Italy"
"GoverningLaw","Jamaica","Jamaica"
"GoverningLaw","Japan","Japan"
"GoverningLaw","Jersey","Jersey"
"GoverningLaw","Jordan","Jordan"
"GoverningLaw","Kansas (United States of America)","Kansas (United States of America)"
"GoverningLaw","Kazakhstan","Kazakhstan"
"GoverningLaw","Kentucky (United States of America)","Kentucky (United States of America)"
"GoverningLaw","Kenya","Kenya"
"GoverningLaw","Korean Republic","Korean Republic"
"GoverningLaw","Kuwait","Kuwait"
"GoverningLaw","Latvia","Latvia"
"GoverningLaw","Lebanon","Lebanon"
"GoverningLaw","Lichtenstein","Lichtenstein"
"GoverningLaw","Lithuania","Lithuania"
"GoverningLaw","Louisiana (United States of America)","Louisiana (United States of America)"
"GoverningLaw","Luxembourg","Luxembourg"
"GoverningLaw","Macau Special Administrative Region","Macau Special Administrative Region"
"GoverningLaw","Maine (United States of America)","Maine (United States of America)"
"GoverningLaw","Malawi","Malawi"
"GoverningLaw","Malaysia","Malaysia"
"GoverningLaw","Malta","Malta"
"GoverningLaw","Manitoba (Canada)","Manitoba (Canada)"
"GoverningLaw","Maryland (United States of America)","Maryland (United States of America)"
"GoverningLaw","Massachusetts (United States of America)","Massachusetts (United States of America)"
"GoverningLaw","Mauritius","Mauritius"
"GoverningLaw","Mexico","Mexico"
"GoverningLaw","Michigan (United States of America)","Michigan (United States of America)"
"GoverningLaw","Minnesota (United States of America)","Minnesota (United States of America)"
"GoverningLaw","Mississippi (United States of America)","Mississippi (United States of America)"
"GoverningLaw","Missouri (United States of America)","Missouri (United States of America)"
"GoverningLaw","Moldova","Moldova"
"GoverningLaw","Montana (United States of America)","Montana (United States of America)"
"GoverningLaw","Montenegro","Montenegro"
"GoverningLaw","Montserrat","Montserrat"
"GoverningLaw","Morocco","Morocco"
"GoverningLaw","Namibia","Namibia"
"GoverningLaw","Nebraska (United States of America)","Nebraska (United States of America)"
"GoverningLaw","Nepal","Nepal"
"GoverningLaw","Netherlands","Netherlands"
"GoverningLaw","Nevada (United States of America)","Nevada (United States of America)"
"GoverningLaw","New Brunswick (Canada)","New Brunswick (Canada)"
"GoverningLaw","New Hampshire (United States of America)","New Hampshire (United States of America)"
"GoverningLaw","New Jersey (United States of America)","New Jersey (United States of America)"
"GoverningLaw","New Mexico (United States of America)","New Mexico (United States of America)"
"GoverningLaw","New South Wales (Australia)","New South Wales (Australia)"
"GoverningLaw","New York State (United States of America)","New York State (United States of America)"
"GoverningLaw","New Zealand","New Zealand"
"GoverningLaw","Newfoundland and Labrador (Canada)","Newfoundland and Labrador (Canada)"
"GoverningLaw","Nigeria","Nigeria"
"GoverningLaw","North Carolina (United States of America)","North Carolina (United States of America)"
"GoverningLaw","Northern Ireland","Northern Ireland"
"GoverningLaw","Northern Territory (Australia)","Northern Territory (Australia)"
"GoverningLaw","Northwest Territories (Canada)","Northwest Territories (Canada)"
"GoverningLaw","Norway","Norway"
